img_fn,Original_Caption,Caption,semantic_distance,mean_similarity_score
1012_puppy_mask_0.png,"['a puppy and a toy on a blue rug', 'A puppy sitting on a rug with toys in front of it.', 'A puppy playing with toys on a rug', 'a dog sitting on the floor', 'a small puppy lays on a rug with a few toys and a bone laying in front of it.', 'A puppy sitting on a rug', 'puppy sitting on his mat', 'Puppy laying down next to 3 dog toys', 'A small puppy playing with his toys.', 'A dog staring at the camera.', 'A puppy looks at the camera next to their toys']","['Some dog toys are strewn on a blue mat.', 'A dogs toys laying on his bed', 'a doll on a couch', 'Dog toys on a blue carpet', 'Two dog toys and a dog rawhide laying on a blue area rug.', 'Sitting on a blue blanket are two dog toys where one is a bone, and the other is a fluffy toy shaped as a bone.', 'Some dog toys sit on the edge of a carpet near the tile floor.', 'There are 3 dog toys on top of a rug on the floor.', 'items placed on the rug', 'Two toys on a floor mat']","[0.6566036343574524, 0.6913621425628662, 0.5371624827384949, 0.6813886761665344, 0.6975235342979431, 0.6423847079277039, 0.6620513200759888, 0.676361620426178, 0.5494583249092102, 0.602706789970398]",0.639700323343277
1012_rope_toy_mask_merged.png,"['a puppy and a toy on a blue rug', 'A puppy sitting on a rug with toys in front of it.', 'A puppy playing with toys on a rug', 'a dog sitting on the floor', 'a small puppy lays on a rug with a few toys and a bone laying in front of it.', 'A puppy sitting on a rug', 'puppy sitting on his mat', 'Puppy laying down next to 3 dog toys', 'A small puppy playing with his toys.', 'A dog staring at the camera.', 'A puppy looks at the camera next to their toys']","['A puppy on a blue rug.', 'small puppy on blue mat on polished floor', 'A puppy lays on a rug.', 'A small brown dog lies on a blue rug.', 'a little puppy looking cute on a soft blue rug', 'A little puppy laying on the floor staring at the camera', 'a brown puppy on a blue mat', 'The puppy enjoys his new home.', 'A puupy resting on a blue blanket.', 'A young puppy sits on a blue rug.', 'An adorable brownish puppy sitting on a blue rug']","[0.7358381152153015, 0.6690884232521057, 0.7475995421409607, 0.6844888925552368, 0.7203185558319092, 0.7235925793647766, 0.6798943877220154, 0.6390397548675537, 0.675305187702179, 0.729625940322876, 0.7449705600738525]",0.704523812640797
1017_cups_mask_0.png,"['Two young girls are walking along the sidewalk one on the sidewalk and the other up on a concrete barrier walking alongside of her', 'Two girls are walking down the road after shopping', 'Two people walking on a highway barrier', 'Two young girls, holding cups with beverages, walk home.', 'Two young girls walking by a stop sign with snacks.', 'Two little girls near a stop sign.', '2 girls are walking in a construction area. One girl is drinking something and the other girl is walking along a conrete divider with something in a bag.', 'Two young girls walking along a border', 'A girls walking by a chainlink fence', 'Two girls walk along a highway, passing brightly lit signs as they sip cups of water.']","['A young girl walks on a fence by a construction site while talking with her friend.', 'On girl walks on a barricade holding a bag while another walks off to the side near her', 'Two girls are walking and one of them is on a stone wall', 'Two girls dressed in pink, one walking along a low wall and the other on the ground.', 'A young girl walks along the sidewalk while her friend walks along a wall.', 'Two girls walk by a stop sign while one girl carries a bag.', 'a girl walking on a concrete wall while another girl walks on the ground beside her', 'Two girls walking along a barrier.', 'two girls waling along a barricade with one walking on top in front of a fence with signs', 'two grils walk along, one on a concrete berm carrying a bag and the other on the ground next to a stop sign']","[0.5998975038528442, 0.6603887677192688, 0.6580321192741394, 0.6193718910217285, 0.6530669927597046, 0.6840168237686157, 0.6355072855949402, 0.7098809480667114, 0.6746200323104858, 0.6689805388450623]",0.6563762903213501
1017_cups_mask_1.png,"['Two young girls are walking along the sidewalk one on the sidewalk and the other up on a concrete barrier walking alongside of her', 'Two girls are walking down the road after shopping', 'Two people walking on a highway barrier', 'Two young girls, holding cups with beverages, walk home.', 'Two young girls walking by a stop sign with snacks.', 'Two little girls near a stop sign.', '2 girls are walking in a construction area. One girl is drinking something and the other girl is walking along a conrete divider with something in a bag.', 'Two young girls walking along a border', 'A girls walking by a chainlink fence', 'Two girls walk along a highway, passing brightly lit signs as they sip cups of water.']","['Two kids walking on the side of the road.', 'A child walking on a wall next to another child at a check point.', 'Two girls walking by a stop sign.', 'Two girls walk near a stop sign.', 'Two girls are walking along a fenced barrier, with one carrying a bag of goods.', 'Two girls walking with one walking on top of a short wall', 'Two girls walk along a barrier near a stop sign, with one balancing on the ledge while the other walks beside it.', 'Two young girls are walking back from the market.', 'Girls eating snacks while walking with a bag of groceries', 'Two Kids walking by street signs']","[0.6211881637573242, 0.5456001162528992, 0.7154220938682556, 0.7110899090766907, 0.692536473274231, 0.6657184362411499, 0.7119697332382202, 0.6479021310806274, 0.5781961679458618, 0.6291854977607727]",0.6518808722496032
1017_girl_in_pink_mask_merged.png,"['Two young girls are walking along the sidewalk one on the sidewalk and the other up on a concrete barrier walking alongside of her', 'Two girls are walking down the road after shopping', 'Two people walking on a highway barrier', 'Two young girls, holding cups with beverages, walk home.', 'Two young girls walking by a stop sign with snacks.', 'Two little girls near a stop sign.', '2 girls are walking in a construction area. One girl is drinking something and the other girl is walking along a conrete divider with something in a bag.', 'Two young girls walking along a border', 'A girls walking by a chainlink fence', 'Two girls walk along a highway, passing brightly lit signs as they sip cups of water.']","['Warning signs are posted on a railroad crossing barrier', 'there is a stop sign in front of a fence', 'Concrete barriers and fencing protect and secure some type of utility facility.', 'There is a barricade up with a barbed wire fence, a gate, concrete barriers, and a stop sign attached to the gate.', 'A stop sign and a reflective sign are hanging behind concrete barricades.', 'A stop sign sits in front of a large security fence.', 'i see stop signs and constructions signs and a fence.', 'A yellow bar with red and white strips have a stop sign and a yellow yield sign hanging from it', 'A stop sign hangs between concrete barriers with a chain link security fence in the background.']","[0.4061768054962158, 0.4057968258857727, 0.34981799125671387, 0.3945240378379822, 0.4586501121520996, 0.413658082485199, 0.3999811112880707, 0.358722984790802, 0.43506479263305664]",0.4024880826473236
1017_plastic_bag_mask_0.png,"['Two young girls are walking along the sidewalk one on the sidewalk and the other up on a concrete barrier walking alongside of her', 'Two girls are walking down the road after shopping', 'Two people walking on a highway barrier', 'Two young girls, holding cups with beverages, walk home.', 'Two young girls walking by a stop sign with snacks.', 'Two little girls near a stop sign.', '2 girls are walking in a construction area. One girl is drinking something and the other girl is walking along a conrete divider with something in a bag.', 'Two young girls walking along a border', 'A girls walking by a chainlink fence', 'Two girls walk along a highway, passing brightly lit signs as they sip cups of water.']","['Two young girls are walking near a secured building', 'One girl is walking on top of a concrete barrier, while another girl walks slightly in front of her on the ground.', 'Two girls walking at a construction site.', 'Two young girls with drinks walk across a concrete barrier.', 'Two kids walking down a road holding their drinks, with one walking on a ledge aboce the other.', 'A girl walking with a cup in hand beside a girl walking on top of a concrete wall', 'Two young girls walking together while enjoying a snack in white cups.', 'two girls walking. one on the ground in front and the other on a short wall. there is a stop sign behind the wall and they are both holding cups', 'Two kids walking while eating a treat.', 'two children playing', 'Two children walk near a road barrier', 'Two young girls walk along a concrete barrier near a border fence, one balancing on the edge while holding a cup and the other walking beside a stop sign.']","[0.6811803579330444, 0.6674197912216187, 0.6674391031265259, 0.6923866271972656, 0.608738362789154, 0.661770761013031, 0.6648247838020325, 0.6739369630813599, 0.5466824769973755, 0.3913342356681824, 0.6273525357246399, 0.6958473920822144]",0.6315761158863703
1017_stop_sign_mask_0.png,"['Two young girls are walking along the sidewalk one on the sidewalk and the other up on a concrete barrier walking alongside of her', 'Two girls are walking down the road after shopping', 'Two people walking on a highway barrier', 'Two young girls, holding cups with beverages, walk home.', 'Two young girls walking by a stop sign with snacks.', 'Two little girls near a stop sign.', '2 girls are walking in a construction area. One girl is drinking something and the other girl is walking along a conrete divider with something in a bag.', 'Two young girls walking along a border', 'A girls walking by a chainlink fence', 'Two girls walk along a highway, passing brightly lit signs as they sip cups of water.']","['There are 2 girls walking, one is walking on the ledge and one is on the sidewalk.', 'Two girls are walking down the street.', 'Two children are walking along a raised roadside barrier, with one carrying a snack and the other holding a bag, as they move past a fenced area.', 'Two little girls walking while holding cups.', 'Two girls are walking along a path next to a fence, carrying snacks and drinks.', '2 children walking drinking water out of cups.', '2 girls walking while holding a drinking cup', 'two girls walking along a barbed wired fence as n is walking along the wall.', 'Two kids walking on cement lifts.', 'Two girls walk beside a fence, one on a wall above the street, both carrying white cups.']","[0.6423654556274414, 0.7019833922386169, 0.6201832890510559, 0.6539982557296753, 0.6929973363876343, 0.5632309317588806, 0.653063952922821, 0.6344745755195618, 0.5517464876174927, 0.682830810546875]",0.6396874487400055
1017_yellow_sign_mask_0.png,"['Two young girls are walking along the sidewalk one on the sidewalk and the other up on a concrete barrier walking alongside of her', 'Two girls are walking down the road after shopping', 'Two people walking on a highway barrier', 'Two young girls, holding cups with beverages, walk home.', 'Two young girls walking by a stop sign with snacks.', 'Two little girls near a stop sign.', '2 girls are walking in a construction area. One girl is drinking something and the other girl is walking along a conrete divider with something in a bag.', 'Two young girls walking along a border', 'A girls walking by a chainlink fence', 'Two girls walk along a highway, passing brightly lit signs as they sip cups of water.']","['Two young girls are drinking while walking on a concrete ledge.', 'Two small girls are walking with drinks in their hand.', 'Two little girls are walking, one is walking on top of a cemented area both have items in their hands.', 'Two girls are walking on the roadside, with one of them being on top of a concrete barrier, and the other one right by her side', 'Two girls are walking together. Girl on higher step is carrying a bag full of colorful items. Both girls are holding water cups.', 'Two girls are walking together near a fence.', 'Two girls walking along the road with one carrying groceries.', 'two girls walking along cement steps', 'one girl walking on the ground and another girl walking on a high-level ground', 'Two girls are walking down the street while having a drink.']","[0.6462458968162537, 0.6497749090194702, 0.6636494994163513, 0.7127148509025574, 0.6393483877182007, 0.6881799697875977, 0.6933932900428772, 0.6318650245666504, 0.6125304698944092, 0.6629349589347839]",0.6600637257099151
1018_Black_jersey_mask_0.png,"['Teenagers playing baseball near first base', 'Two men playing baseball.', 'Two men playing baseball', 'two men playing baseball', 'A fielder is reaching to catch the ball as the runner in red slides toward a base during a baseball play.', 'A baseball player attempts to tag a runner at base', 'adults playing baseball', '2 baseball players on opposing teams playing baseball', 'A man playing baseball about to catch the ball while the other man runs for next base.', 'Two men playing baseball.', 'Two people are playing baseball']","['A baseball player runs to the next base.', 'A baseball player wearing a red jersey runs toward a base on a dirt field', 'A baseball player running', 'A baseball player is running to a base.', 'A young baseball player runs for the next base in a green park with red dirt that is impossible to clean off white pants, wearing cleats, gloves, a red and white jersey, and a dark red helmet', 'A baseball player runs the bases.', 'A boy playing baseball on a baseball field.', 'A baseball player runs on the field.', 'a man is playing baseball', 'A player baserunning in a baseball game.', 'A man plays baseball in uniform.']","[0.6572207808494568, 0.6126469969749451, 0.6673020124435425, 0.6754245758056641, 0.5484418272972107, 0.6550544500350952, 0.6132433414459229, 0.6305433511734009, 0.7261062264442444, 0.6705384850502014, 0.661740243434906]",0.6471147537231445
1018_base_mask_0.png,"['Teenagers playing baseball near first base', 'Two men playing baseball.', 'Two men playing baseball', 'two men playing baseball', 'A fielder is reaching to catch the ball as the runner in red slides toward a base during a baseball play.', 'A baseball player attempts to tag a runner at base', 'adults playing baseball', '2 baseball players on opposing teams playing baseball', 'A man playing baseball about to catch the ball while the other man runs for next base.', 'Two men playing baseball.', 'Two people are playing baseball']","['A baseball player tries to steal second.', 'Two people are playing baseball', 'men playing baseball', 'Two men, on seperate teams, playing baseball', ""Two young men, for 2 different teams, in the middle of a play in a baseball game. The man in the red shirt is beginning to run from his base to the next, while the baseman of the other team (in the black shirt) is in the process of getting the ball that's just been batted."", ""On a baseball field is two man, one in a black shirt with a catcher's mitt running ahead and one in a red shit running to the right."", 'A baseball player is rounding the bases as a player on the opposing team is preparing to catch the ball.', '2 male baseball players are running on field.', 'Two people playing in a field', 'Two baseball players are playing on the field']","[0.6599810719490051, 0.8098445534706116, 0.779388964176178, 0.7967652678489685, 0.7013487219810486, 0.6534984707832336, 0.7117441892623901, 0.7148651480674744, 0.5575726628303528, 0.7785104513168335]",0.7163519501686096
1018_baseball_glove_mask_0.png,"['Teenagers playing baseball near first base', 'Two men playing baseball.', 'Two men playing baseball', 'two men playing baseball', 'A fielder is reaching to catch the ball as the runner in red slides toward a base during a baseball play.', 'A baseball player attempts to tag a runner at base', 'adults playing baseball', '2 baseball players on opposing teams playing baseball', 'A man playing baseball about to catch the ball while the other man runs for next base.', 'Two men playing baseball.', 'Two people are playing baseball']","['2 baseball players in their running form.', 'two baseball players run from baseplate', '2 men play baseball.', 'Two men on opposing teams are playing baseball in a muddy field.', 'two baseball players from opposing teams in mid action during a game', 'A baseball game where one man is stealing base', 'two baseball players running in the field', 'Two players are playing baseball.', 'Baseball players playing,one in a black tshirt team ,the other one red', 'A baseball player tries to steal a base while the member of the other team tries to get to the ball.', '2 baseball players on opposite teams in action']","[0.7163565158843994, 0.732910692691803, 0.7978200912475586, 0.7337254881858826, 0.7290939092636108, 0.7030153870582581, 0.7221584320068359, 0.8081263899803162, 0.6946310997009277, 0.6956466436386108, 0.7490319609642029]",0.7347742373293097
1018_red_jersey_mask_0.png,"['Teenagers playing baseball near first base', 'Two men playing baseball.', 'Two men playing baseball', 'two men playing baseball', 'A fielder is reaching to catch the ball as the runner in red slides toward a base during a baseball play.', 'A baseball player attempts to tag a runner at base', 'adults playing baseball', '2 baseball players on opposing teams playing baseball', 'A man playing baseball about to catch the ball while the other man runs for next base.', 'Two men playing baseball.', 'Two people are playing baseball']","['A baseball player is catching a ball with his left hand.', 'A baseball player is about to make a play at the base.', 'A baseball player making a catch near a base during a game.', 'A baseball player leaning forward to catch a ball.', 'A base ball player catching a ball.', 'A man running and catching a baseball with a glove', 'A baseball player is running towards a ball', 'A baseball player is fielding a ball near a base during a game.', 'A baseball player wearing a black jersey with the number 8 and white pants is pictured on a dirt infield.', 'A man catching a ball at a baseball base.']","[0.6068142652511597, 0.7025666832923889, 0.6901359558105469, 0.6457001566886902, 0.6914106011390686, 0.6366100907325745, 0.674725353717804, 0.6992447376251221, 0.5227102637290955, 0.6908986568450928]",0.6560816764831543
1019_Black_and_white_cat_mask_merged.png,"[""There's a very old-fashioned chair that one cat is that is gray and white and has his paw out in front of them. The cat is trying to reach the black cat that's walking up towards it. There was a multicolor white peach pillow that's on the chair next to the cat.."", 'A silver cat with white legs on a chair swats at a black cat on the floor.', 'A cat on a lounge chair swipes at another cat on the ground.', 'Two cats play, with one swiping at the other from on top of a couch.', 'two cats are playfully interacting with one reaching down from a higher spot bat at the other', 'One cat on top of a couch is attempting to smack a second cat that is not on the couch.', '2 kittens playing near sofa', '2 cats is playing.', 'One cat, who has the high ground on the chair, bats the other cat in the head.', 'Cats playing in a living room on a couch']","['A lounge chair sits on a tile floor.', 'A couch in the corner of a wall.', 'A chaise lounge chair sits on a rust colored tile floor with a floral pillow on it,', 'A room with a chaise lounge and a pillow on it.', 'A curved lounge chair before it is moved.', 'A tan velvet lounge chair with a floral pattern and matching white pillow is sat on top of a tile floor.', 'A swooning couch with vine patterns on it sits in a sunny corner, and has a pillow on it.', 'a couch with a floral pillow on it', 'There is a gold patterned chaise longue with a floral pillow on top laying on top of a tile floor.', 'a sleeping styleed curvy one seater couch in the corner with a pillow on the it.']","[0.4075189530849457, 0.4224141240119934, 0.37651392817497253, 0.39914828538894653, 0.4080832600593567, 0.41518592834472656, 0.4240449070930481, 0.41135549545288086, 0.3713938593864441, 0.38267621397972107]",0.40183349549770353
